requestId, experimento, qtdeUsuarios, unidadeId, startTime, executionStatus, durationInMillis, activeConnections, blockReadFromDisk, blockReadFromCache, totalTempFiles, totalTempFilesSize, ioRead, ioWrite, cacheHitRatio, cpuUsage, memUsage
3e599d2d-e32b-44c6-a87b-044d8dfbabc4, Exp_03, 1, 18007, 2025-02-17T16:45:57.243981, SUCCESS, 1718, 2, 31067, 52977, 1, 27779072, 0, 4096, "63,03", "170,34", "10,48"
2e2e93ec-49e6-44d8-81c7-c9b5476b0a8a, Exp_03, 1, 18008, 2025-02-17T16:45:58.967732, SUCCESS, 1063, 3, 54116, 109314, 1, 27779072, 0, 4096, "66,89", "173,86", "12,29"
aa7e31a0-f0b7-4730-80e8-9416f0242a32, Exp_03, 1, 18006, 2025-02-17T16:46:00.036145, SUCCESS, 955, 3, 70656, 147927, 1, 27779072, 0, 4096, "67,68", "158,95", "12,70"
93c139d7-aac1-4a55-a2a6-0b569e112a1d, Exp_03, 1, 18007, 2025-02-17T16:46:00.995983, SUCCESS, 778, 3, 77157, 240828, 1, 27779072, 0, 4096, "75,74", "142,99", "10,47"
1e2725b8-35e2-4c69-986b-9859af9e646a, Exp_03, 1, 18008, 2025-02-17T16:46:01.777271, SUCCESS, 823, 3, 77157, 292970, 1, 27779072, 0, 4096, "79,15", "167,67", "10,31"
c6913656-f8e6-4da6-8731-6e8a93d04e12, Exp_03, 1, 18006, 2025-02-17T16:46:02.603844, SUCCESS, 646, 3, 77157, 391740, 1, 27779072, 0, 4096, "83,55", "176,52", "10,94"
b57dc15d-cd44-43f5-a6a7-6f027d6ba0de, Exp_03, 1, 18007, 2025-02-17T16:46:03.253721, SUCCESS, 796, 3, 77157, 475823, 1, 27779072, 0, 4096, "86,05", "176,52", "10,94"
7bbab900-40fb-43d5-9652-04030763cbd9, Exp_03, 1, 18008, 2025-02-17T16:46:04.053277, SUCCESS, 695, 3, 77157, 551279, 1, 27779072, 0, 4096, "87,72", "160,22", "9,59"
998325b5-fe1d-490a-8cdb-7af929da624b, Exp_03, 1, 18006, 2025-02-17T16:46:04.753168, SUCCESS, 719, 3, 77157, 603389, 1, 27779072, 0, 4096, "88,66", "183,10", "9,83"
4e080415-f1ec-4bef-805c-f6e692447867, Exp_03, 1, 18007, 2025-02-17T16:46:05.475759, SUCCESS, 668, 3, 77157, 702200, 1, 27779072, 0, 4096, "90,10", "183,10", "9,83"
1a05f876-72a4-43b0-9fe3-06f41d9683b5, Exp_03, 1, 18008, 2025-02-17T16:46:06.147680, SUCCESS, 740, 3, 77157, 754087, 1, 27779072, 0, 4096, "90,72", "133,21", "9,71"
6bce44d5-17ab-400f-a6e7-52aa9b5a1aa7, Exp_03, 1, 18006, 2025-02-17T16:46:06.892495, SUCCESS, 860, 3, 77157, 856748, 1, 27779072, 0, 4096, "91,74", "188,99", "9,36"
c9758776-00b3-4da7-a3d5-85477a4cf37f, Exp_03, 1, 18007, 2025-02-17T16:46:07.755741, SUCCESS, 617, 3, 77157, 909174, 1, 27779072, 0, 4096, "92,18", "158,15", "9,48"
0c0228d8-7130-4275-b84a-911bf8ebd699, Exp_03, 1, 18008, 2025-02-17T16:46:08.376085, SUCCESS, 646, 3, 77157, 1007663, 1, 27779072, 0, 4096, "92,89", "158,15", "9,48"
e5e6cd6f-1638-484a-b590-ad551a1203fb, Exp_03, 1, 18006, 2025-02-17T16:46:09.026853, SUCCESS, 691, 3, 77157, 1059745, 1, 27779072, 0, 4096, "93,21", "185,08", "8,21"
9403b0f7-fcad-4ddb-99c7-b307e63d44ba, Exp_03, 1, 18008, 2025-02-17T16:46:10.337818, SUCCESS, 695, 3, 77157, 1237638, 1, 27779072, 0, 4096, "94,13", "157,75", "8,55"
9891735e-82f4-4ea1-af82-12300e267e25, Exp_03, 1, 18007, 2025-02-17T16:46:09.720909, SUCCESS, 614, 3, 77157, 1158581, 1, 27779072, 0, 4096, "93,76", "157,75", "8,55"
f255b806-91b0-4805-bff6-d6257250bcce, Exp_03, 1, 18006, 2025-02-17T16:46:11.038012, SUCCESS, 657, 3, 77157, 1313112, 1, 27779072, 0, 4096, "94,45", "165,79", "8,06"
8ac256fe-55e1-445a-b9fc-0e55af99b950, Exp_03, 1, 18008, 2025-02-17T16:46:12.395036, SUCCESS, 702, 3, 77157, 1464021, 1, 27779072, 0, 4096, "94,99", "172,23", "8,63"
482d243d-723f-45bb-b8e3-60b484d3f43f, Exp_03, 1, 18007, 2025-02-17T16:46:11.698752, SUCCESS, 692, 3, 77157, 1365052, 1, 27779072, 0, 4096, "94,65", "172,23", "8,63"
24ce3298-633c-4097-b9b7-4d8e1eaf7e61, Exp_03, 1, 18006, 2025-02-17T16:46:13.101456, SUCCESS, 751, 3, 77157, 1516195, 1, 27779072, 0, 4096, "95,16", "129,39", "6,40"
9e0c12d5-3a8c-486c-a40c-30d3ddcdab65, Exp_03, 1, 18008, 2025-02-17T16:46:14.632256, SUCCESS, 640, 3, 77157, 1666862, 1, 27779072, 0, 4096, "95,58", "212,36", "8,56"
5ba3b36d-56d7-450e-a99b-5d94b43fb06b, Exp_03, 1, 18007, 2025-02-17T16:46:13.855319, SUCCESS, 773, 3, 77157, 1614951, 1, 27779072, 0, 4096, "95,44", "212,36", "8,56"
91d41f48-448a-4663-b94e-20267c7827de, Exp_03, 1, 18006, 2025-02-17T16:46:15.276773, SUCCESS, 686, 3, 77157, 1765845, 1, 27779072, 0, 4096, "95,81", "152,55", "6,94"
41d4b9d1-dac8-491b-b2fe-0db4b653ea36, Exp_03, 1, 18007, 2025-02-17T16:46:15.966583, SUCCESS, 616, 3, 77157, 1818093, 1, 27779072, 0, 4096, "95,93", "200,96", "8,59"
53b65fdd-eec7-41f4-93c0-51e90d392bdd, Exp_03, 1, 18008, 2025-02-17T16:46:16.585423, SUCCESS, 636, 3, 77157, 1916760, 1, 27779072, 0, 4096, "96,13", "200,96", "8,59"
4ed43ddc-a0ad-460c-966f-21abcde60ed0, Exp_03, 1, 18006, 2025-02-17T16:46:17.225627, SUCCESS, 652, 3, 77157, 1992228, 1, 27779072, 0, 4096, "96,27", "172,55", "7,99"
47af0b6b-814b-421e-9f39-917ddd0b4811, Exp_03, 1, 18008, 2025-02-17T16:46:18.515545, SUCCESS, 614, 3, 77157, 2119111, 1, 27779072, 0, 4096, "96,49", "175,18", "8,64"
da4fe3e8-c34b-47fd-93d4-b82a9dba94e2, Exp_03, 1, 18007, 2025-02-17T16:46:17.880895, SUCCESS, 631, 3, 77157, 2067693, 1, 27779072, 0, 4096, "96,40", "175,18", "8,64"
646ca838-2e04-47d7-9002-773a13994bfa, Exp_03, 1, 18006, 2025-02-17T16:46:19.134607, SUCCESS, 708, 3, 77157, 2218608, 1, 27779072, 0, 4096, "96,64", "166,18", "7,56"
0a25bd68-38cb-430b-b0e6-6307d271c697, Exp_03, 1, 18008, 2025-02-17T16:46:20.527518, SUCCESS, 608, 3, 77157, 2344388, 1, 27779072, 0, 4096, "96,81", "183,56", "8,57"
d9d73c45-5ca1-4cac-b497-4207fea0fbc9, Exp_03, 1, 18007, 2025-02-17T16:46:19.845614, SUCCESS, 678, 3, 77157, 2294079, 1, 27779072, 0, 4096, "96,75", "183,56", "8,57"
5a786cef-be24-418f-bb84-a2079457ecc3, Exp_03, 1, 18006, 2025-02-17T16:46:21.139991, SUCCESS, 625, 3, 77157, 2396403, 1, 27779072, 0, 4096, "96,88", "154,35", "7,22"
a09b205c-7ddb-42e4-a6bf-7997684f6cc5, Exp_03, 1, 18008, 2025-02-17T16:46:22.460296, SUCCESS, 751, 3, 77157, 2547481, 1, 27779072, 0, 4096, "97,06", "194,48", "8,66"
d66301a8-2356-4c89-ab0e-b8403e3ce253, Exp_03, 1, 18007, 2025-02-17T16:46:21.768502, SUCCESS, 688, 3, 77157, 2495309, 1, 27779072, 0, 4096, "97,00", "194,48", "8,66"
